_id,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,USUARIOID,MANTENIMEINTOID
INC-3530,ROTURA,2023-12-16T00:00:00Z,ABIERTA,['295-80-5468'],['MNT-04202']
INC-3531,VANDALISMO,2024-11-09T00:00:00Z,ABIERTA,['685-01-0253'],['MNT-14780']
INC-3532,DESGASTE,2024-03-05T00:00:00Z,CERRADA,"['879-74-6774', '808-08-6639']","['MNT-03326', 'MNT-09426']"
INC-3533,MAL FUNCIONAMIENTO,2024-01-23T00:00:00Z,ABIERTA,"['611-68-2609', '500-32-2564', '966-02-8203']","['MNT-04121', 'MNT-11107']"
INC-3534,VANDALISMO,2024-04-28T00:00:00Z,CERRADA,['030-23-9841'],['MNT-14826']
INC-3535,DESGASTE,2024-12-09T00:00:00Z,ABIERTA,['529-40-6347'],['MNT-10786']
INC-3536,VANDALISMO,2023-11-23T00:00:00Z,CERRADA,"['475-95-6833', '265-53-8473']",['MNT-06944']
INC-3537,VANDALISMO,2023-11-28T00:00:00Z,CERRADA,"['007-28-9700', '397-94-8782']",['MNT-13104']
INC-3538,MAL FUNCIONAMIENTO,2024-07-24T00:00:00Z,CERRADA,['761-25-6963'],"['MNT-03138', 'MNT-10181']"
INC-3539,DESGASTE,2024-02-01T00:00:00Z,CERRADA,"['542-60-6355', '566-39-5713']",['MNT-08436']
INC-354,MAL FUNCIONAMIENTO,2023-12-25T00:00:00Z,ABIERTA,['329-98-1190'],"['MNT-04902', 'MNT-07611']"
INC-3540,MAL FUNCIONAMIENTO,2024-07-02T00:00:00Z,ABIERTA,['620-62-4998'],['MNT-01766']
INC-3541,MAL FUNCIONAMIENTO,2024-03-18T00:00:00Z,CERRADA,"['490-17-9693', '680-60-4940', '447-47-3396']",['MNT-14711']
INC-3542,ROTURA,2024-05-06T00:00:00Z,CERRADA,['343-57-4122'],['MNT-07102']
INC-3543,MAL FUNCIONAMIENTO,2023-12-30T00:00:00Z,CERRADA,"['734-21-9116', '539-06-1461']","['MNT-04808', 'MNT-05736']"
INC-3544,VANDALISMO,2024-04-29T00:00:00Z,CERRADA,['374-44-2172'],['MNT-05476']
INC-3545,ROTURA,2024-09-25T00:00:00Z,CERRADA,"['900-97-2038', '964-10-7108']",['MNT-08765']
INC-3546,MAL FUNCIONAMIENTO,2024-03-24T00:00:00Z,CERRADA,"['876-26-3359', '200-37-7406']",['MNT-02826']
INC-3547,DESGASTE,2024-05-02T00:00:00Z,ABIERTA,"['906-75-3105', '825-23-9850']",['MNT-13930']
INC-3548,DESGASTE,2023-10-27T00:00:00Z,ABIERTA,"['552-40-8326', '504-78-2370']",['MNT-13682']
INC-3549,ROTURA,2024-05-21T00:00:00Z,ABIERTA,['740-11-6456'],['MNT-01252']
INC-355,MAL FUNCIONAMIENTO,2024-01-26T00:00:00Z,CERRADA,"['818-45-3964', '610-76-5829']",['MNT-03407']
INC-3550,ROTURA,2023-11-29T00:00:00Z,CERRADA,"['715-22-9633', '351-18-7626', '710-79-0875']","['MNT-04170', 'MNT-12776']"
INC-3551,ROTURA,2024-09-14T00:00:00Z,ABIERTA,"['788-75-9233', '954-60-5446', '271-69-3715']","['MNT-02778', 'MNT-06660']"
INC-3552,VANDALISMO,2024-05-07T00:00:00Z,ABIERTA,"['129-18-2439', '140-12-4409', '892-51-8894']",['MNT-05580']
INC-3553,ROTURA,2024-02-19T00:00:00Z,ABIERTA,"['778-65-5960', '893-32-2412']","['MNT-05593', 'MNT-14818']"
INC-3554,VANDALISMO,2024-06-28T00:00:00Z,CERRADA,['795-61-3398'],['MNT-02663']
INC-3555,ROTURA,2023-06-11T00:00:00Z,ABIERTA,"['741-12-8908', '280-51-8242', '550-30-7486']",['MNT-13114']
INC-3556,MAL FUNCIONAMIENTO,2024-07-26T00:00:00Z,CERRADA,['612-46-6155'],['MNT-00709']
INC-3557,VANDALISMO,2024-06-14T00:00:00Z,ABIERTA,['453-16-2422'],['MNT-01435']
INC-3558,MAL FUNCIONAMIENTO,2024-09-14T00:00:00Z,CERRADA,"['834-21-5230', '339-05-1528', '388-84-9539']","['MNT-01198', 'MNT-10191', 'MNT-13472']"
INC-3559,ROTURA,2024-11-04T00:00:00Z,CERRADA,['918-02-3679'],['MNT-03170']
INC-356,VANDALISMO,2024-10-03T00:00:00Z,ABIERTA,"['804-78-3227', '661-43-9555', '297-12-3457']",['MNT-00518']
INC-3560,MAL FUNCIONAMIENTO,2024-04-27T00:00:00Z,CERRADA,['033-55-5291'],['MNT-13759']
INC-3561,VANDALISMO,2024-05-24T00:00:00Z,ABIERTA,"['284-83-7320', '635-68-9197', '359-01-0600']",['MNT-03671']
INC-3562,DESGASTE,2024-05-31T00:00:00Z,CERRADA,['269-56-7027'],['MNT-05265']
INC-3563,ROTURA,2024-10-12T00:00:00Z,ABIERTA,"['325-01-8045', '275-83-0925']",['MNT-00107']
INC-3564,DESGASTE,2024-10-05T00:00:00Z,CERRADA,"['832-70-0251', '416-81-8573', '978-95-5637']",['MNT-11399']
INC-3565,VANDALISMO,2024-08-09T00:00:00Z,ABIERTA,['266-21-3654'],['MNT-14561']
INC-3566,DESGASTE,2024-08-08T00:00:00Z,ABIERTA,"['783-67-8200', '949-30-1053']","['MNT-05597', 'MNT-13441']"
INC-3567,MAL FUNCIONAMIENTO,2024-08-23T00:00:00Z,CERRADA,"['100-79-1009', '291-91-6994', '454-63-3571']",['MNT-09394']
INC-3568,VANDALISMO,2024-08-08T00:00:00Z,CERRADA,"['392-22-7479', '440-59-9181', '293-10-8465']",['MNT-08343']
INC-3569,MAL FUNCIONAMIENTO,2024-08-02T00:00:00Z,CERRADA,"['047-72-0179', '552-40-8326', '840-79-1976']",['MNT-10825']
INC-357,DESGASTE,2024-04-14T00:00:00Z,CERRADA,"['894-92-9540', '171-84-7504']",['MNT-14663']
INC-3570,DESGASTE,2024-02-20T00:00:00Z,ABIERTA,"['426-08-1843', '487-18-7481', '078-44-8304']",['MNT-09581']
INC-3571,MAL FUNCIONAMIENTO,2023-12-02T00:00:00Z,ABIERTA,['286-74-7275'],"['MNT-01198', 'MNT-10191', 'MNT-13472']"
INC-3572,DESGASTE,2024-10-10T00:00:00Z,CERRADA,"['810-92-5903', '794-05-6596']",['MNT-01661']
INC-3573,ROTURA,2024-01-31T00:00:00Z,CERRADA,"['968-62-6856', '483-66-0424', '035-27-0413']","['MNT-00641', 'MNT-08940']"
INC-3574,MAL FUNCIONAMIENTO,2024-01-15T00:00:00Z,CERRADA,['468-31-0024'],['MNT-02963']
INC-3575,ROTURA,2024-03-13T00:00:00Z,ABIERTA,"['927-00-0113', '675-72-1228', '288-22-3973']","['MNT-06895', 'MNT-08338']"
INC-3576,MAL FUNCIONAMIENTO,2024-11-07T00:00:00Z,ABIERTA,['738-13-6032'],['MNT-09257']
INC-3577,VANDALISMO,2024-03-31T00:00:00Z,ABIERTA,['909-43-0576'],['MNT-04662']
INC-3578,ROTURA,2024-06-18T00:00:00Z,ABIERTA,"['129-17-1688', '549-91-6668']",['MNT-00857']
INC-3579,MAL FUNCIONAMIENTO,2024-09-16T00:00:00Z,CERRADA,"['415-58-9654', '127-65-7708']",['MNT-06185']
INC-358,ROTURA,2024-01-16T00:00:00Z,CERRADA,"['938-09-9014', '523-87-5555']",['MNT-12509']
INC-3580,DESGASTE,2024-05-10T00:00:00Z,ABIERTA,['559-53-7633'],['MNT-08959']
INC-3581,VANDALISMO,2024-06-05T00:00:00Z,CERRADA,"['488-94-3114', '742-69-7440']","['MNT-02934', 'MNT-05624']"
INC-3582,MAL FUNCIONAMIENTO,2024-08-02T00:00:00Z,ABIERTA,"['331-17-1935', '254-71-2463']",['MNT-05292']
INC-3583,VANDALISMO,2024-03-09T00:00:00Z,ABIERTA,"['076-89-5303', '727-43-9847']",['MNT-02736']
INC-3584,VANDALISMO,2024-09-27T00:00:00Z,CERRADA,"['024-74-8386', '518-42-6097']",['MNT-05358']
INC-3585,DESGASTE,2023-11-11T00:00:00Z,CERRADA,['067-54-8038'],['MNT-04631']
INC-3586,VANDALISMO,2024-05-14T00:00:00Z,CERRADA,"['128-62-0893', '513-25-4109']",['MNT-09167']
INC-3587,MAL FUNCIONAMIENTO,2023-11-26T00:00:00Z,ABIERTA,['773-05-1550'],"['MNT-01516', 'MNT-05665']"
INC-3588,ROTURA,2024-01-25T00:00:00Z,CERRADA,"['765-33-0696', '407-65-6277']",['MNT-10582']
INC-3589,ROTURA,2024-02-08T00:00:00Z,CERRADA,"['299-65-6022', '379-51-0287']","['MNT-09061', 'MNT-13918']"
INC-359,MAL FUNCIONAMIENTO,2024-03-13T00:00:00Z,ABIERTA,['279-62-8606'],['MNT-06599']
INC-3590,ROTURA,2024-04-07T00:00:00Z,CERRADA,"['096-28-0912', '488-71-5926', '574-88-6818']",['MNT-01261']
INC-3591,ROTURA,2024-03-15T00:00:00Z,CERRADA,['162-51-6439'],['MNT-03151']
INC-3592,VANDALISMO,2024-01-19T00:00:00Z,CERRADA,"['623-97-8217', '004-60-9357', '229-87-2554']","['MNT-03775', 'MNT-10923']"
INC-3593,MAL FUNCIONAMIENTO,2024-01-10T00:00:00Z,CERRADA,"['590-33-4284', '509-39-6212']",['MNT-07756']
INC-3594,MAL FUNCIONAMIENTO,2024-08-04T00:00:00Z,ABIERTA,"['712-55-5666', '859-71-5061', '027-55-3097']",['MNT-01910']
INC-3595,MAL FUNCIONAMIENTO,2024-02-24T00:00:00Z,CERRADA,['906-68-0221'],"['MNT-02934', 'MNT-05624']"
INC-3596,DESGASTE,2024-01-24T00:00:00Z,ABIERTA,['724-76-6192'],['MNT-13571']
INC-3597,MAL FUNCIONAMIENTO,2023-11-13T00:00:00Z,CERRADA,"['759-67-0893', '944-63-6738', '174-53-2565']",['MNT-09011']
INC-3598,MAL FUNCIONAMIENTO,2024-01-14T00:00:00Z,ABIERTA,"['271-88-8360', '304-95-6354', '226-76-3002']",['MNT-09394']
INC-3599,ROTURA,2023-10-22T00:00:00Z,ABIERTA,['838-38-3541'],"['MNT-01967', 'MNT-04668']"
INC-36,ROTURA,2024-05-06T00:00:00Z,ABIERTA,['797-83-0198'],['MNT-13540']
INC-360,VANDALISMO,2024-04-22T00:00:00Z,ABIERTA,"['307-63-8735', '252-66-1363', '942-60-7156']",['MNT-07949']
INC-3600,VANDALISMO,2024-02-22T00:00:00Z,CERRADA,"['405-60-4958', '558-06-5415', '786-12-5397']",['MNT-12077']
INC-3601,ROTURA,2023-12-06T00:00:00Z,ABIERTA,"['899-02-1891', '917-32-3631']","['MNT-02239', 'MNT-03372']"
INC-3602,DESGASTE,2024-07-25T00:00:00Z,ABIERTA,"['704-91-9777', '490-92-2830', '872-03-0400']",['MNT-07778']
INC-3603,VANDALISMO,2024-09-06T00:00:00Z,CERRADA,"['184-09-3252', '865-44-6450', '641-25-2762']",['MNT-06334']
INC-3604,VANDALISMO,2024-09-08T00:00:00Z,CERRADA,"['488-60-7670', '089-40-3151', '122-33-4219']",['MNT-00871']
INC-3605,VANDALISMO,2024-07-26T00:00:00Z,ABIERTA,"['061-25-8570', '511-46-7375']",['MNT-05112']
INC-3606,DESGASTE,2024-08-15T00:00:00Z,CERRADA,"['441-58-7853', '058-64-7627']","['MNT-01260', 'MNT-11257']"
INC-3607,VANDALISMO,2024-09-24T00:00:00Z,CERRADA,['774-91-4383'],['MNT-01438']
INC-3608,DESGASTE,2024-01-15T00:00:00Z,CERRADA,"['690-11-8503', '952-33-0330']",['MNT-13059']
INC-3609,ROTURA,2024-04-05T00:00:00Z,ABIERTA,"['477-00-4399', '139-48-7404', '390-42-0141']",['MNT-10503']
INC-361,DESGASTE,2024-03-28T00:00:00Z,ABIERTA,"['071-87-8731', '721-04-3678']",['MNT-07647']
INC-3610,ROTURA,2024-08-14T00:00:00Z,CERRADA,"['381-36-3850', '176-03-9737', '517-79-3288']",['MNT-04069']
INC-3611,DESGASTE,2024-04-30T00:00:00Z,ABIERTA,"['483-42-2005', '023-14-6848']",['MNT-05484']
INC-3612,VANDALISMO,2024-10-03T00:00:00Z,ABIERTA,"['994-10-5070', '913-23-0100']",['MNT-00048']
INC-3613,VANDALISMO,2023-11-12T00:00:00Z,ABIERTA,"['222-20-2388', '231-47-7370']","['MNT-07218', 'MNT-08554', 'MNT-08629']"
INC-3614,MAL FUNCIONAMIENTO,2024-03-28T00:00:00Z,ABIERTA,"['800-06-1257', '397-20-2580']","['MNT-09177', 'MNT-10267']"
INC-3615,ROTURA,2024-04-07T00:00:00Z,CERRADA,['857-72-6756'],['MNT-03148']
INC-3616,VANDALISMO,2024-03-20T00:00:00Z,ABIERTA,['315-99-7254'],['MNT-08583']
INC-3617,DESGASTE,2024-05-10T00:00:00Z,CERRADA,"['255-99-0013', '213-81-7799']",['MNT-03779']
INC-3618,ROTURA,2024-08-23T00:00:00Z,CERRADA,['667-62-8530'],['MNT-00262']
INC-3619,DESGASTE,2024-04-25T00:00:00Z,CERRADA,['188-99-6815'],['MNT-11871']
INC-362,ROTURA,2023-11-23T00:00:00Z,ABIERTA,['151-30-3233'],['MNT-11004']
INC-3620,ROTURA,2024-03-08T00:00:00Z,CERRADA,"['310-82-1125', '103-69-7333', '797-63-0587']",['MNT-07577']
INC-3621,ROTURA,2024-03-09T00:00:00Z,CERRADA,['081-71-8568'],['MNT-09732']
INC-3622,VANDALISMO,2024-03-07T00:00:00Z,CERRADA,"['059-35-9637', '086-12-3945', '524-43-2062']",['MNT-10849']
INC-3623,DESGASTE,2024-01-20T00:00:00Z,CERRADA,['157-12-5002'],['MNT-08572']
INC-3624,VANDALISMO,2023-12-13T00:00:00Z,ABIERTA,"['206-18-1456', '536-88-7216']","['MNT-04152', 'MNT-05684']"
INC-3625,ROTURA,2024-04-09T00:00:00Z,CERRADA,"['602-36-1059', '000-68-7775']",['MNT-14569']
INC-3626,ROTURA,2024-02-21T00:00:00Z,CERRADA,"['180-99-9379', '798-42-8200', '552-84-7359']",['MNT-13092']
INC-3627,MAL FUNCIONAMIENTO,2023-11-14T00:00:00Z,ABIERTA,"['013-75-3829', '690-66-1925', '685-05-5652']","['MNT-01916', 'MNT-04239', 'MNT-12824']"
INC-3628,MAL FUNCIONAMIENTO,2024-12-09T00:00:00Z,CERRADA,"['900-56-8489', '602-70-0869']",['MNT-06664']
INC-3629,VANDALISMO,2024-03-03T00:00:00Z,ABIERTA,['989-03-9315'],['MNT-10134']
INC-363,DESGASTE,2023-12-16T00:00:00Z,CERRADA,['997-84-7953'],['MNT-14682']
INC-3630,ROTURA,2024-04-24T00:00:00Z,CERRADA,['777-34-1822'],['MNT-05782']
INC-3631,MAL FUNCIONAMIENTO,2024-12-04T00:00:00Z,CERRADA,"['310-67-5019', '525-57-2579']",['MNT-10107']
INC-3632,ROTURA,2024-04-10T00:00:00Z,CERRADA,"['832-26-7696', '282-69-2115']",['MNT-11230']
INC-3633,VANDALISMO,2024-06-13T00:00:00Z,CERRADA,"['074-25-1820', '662-04-5037', '641-80-7386']",['MNT-10027']
INC-3634,VANDALISMO,2023-10-16T00:00:00Z,ABIERTA,"['316-43-3437', '895-59-3506']",['MNT-06588']
INC-3635,ROTURA,2023-12-03T00:00:00Z,ABIERTA,"['543-06-3252', '120-81-6574']","['MNT-02423', 'MNT-14662']"
INC-3636,MAL FUNCIONAMIENTO,2024-12-10T00:00:00Z,CERRADA,"['635-68-9197', '633-86-4051', '991-42-8566']",['MNT-03228']
INC-3637,VANDALISMO,2024-09-20T00:00:00Z,CERRADA,"['459-88-0055', '891-42-5359', '321-68-0919']",['MNT-00725']
INC-3638,VANDALISMO,2024-06-19T00:00:00Z,CERRADA,"['547-54-4935', '356-26-3753']",['MNT-09765']
INC-3639,ROTURA,2024-02-16T00:00:00Z,ABIERTA,['825-67-5245'],['MNT-02580']
INC-364,MAL FUNCIONAMIENTO,2024-01-31T00:00:00Z,CERRADA,"['942-02-9734', '901-98-4874']",['MNT-00286']
INC-3640,DESGASTE,2023-11-25T00:00:00Z,CERRADA,"['729-24-3130', '486-83-0979', '617-05-7731']",['MNT-03139']
INC-3641,VANDALISMO,2024-03-29T00:00:00Z,ABIERTA,['005-71-8797'],"['MNT-06945', 'MNT-12067']"
INC-3642,MAL FUNCIONAMIENTO,2024-05-15T00:00:00Z,CERRADA,"['313-98-4941', '863-91-8631', '393-40-4633']",['MNT-11898']
INC-3643,MAL FUNCIONAMIENTO,2024-07-27T00:00:00Z,ABIERTA,['054-36-6546'],['MNT-07873']
INC-3644,ROTURA,2023-12-09T00:00:00Z,ABIERTA,"['213-30-1122', '753-81-8327']",['MNT-05489']
INC-3645,ROTURA,2024-07-13T00:00:00Z,CERRADA,"['903-42-0545', '346-80-6238']","['MNT-11297', 'MNT-14831']"
INC-3646,VANDALISMO,2024-08-19T00:00:00Z,ABIERTA,"['443-60-1666', '297-11-6180']",['MNT-03916']
INC-3647,ROTURA,2024-09-02T00:00:00Z,ABIERTA,"['004-68-5916', '922-18-0355']",['MNT-07686']
INC-3648,ROTURA,2024-01-16T00:00:00Z,CERRADA,['513-68-3233'],"['MNT-01916', 'MNT-04239', 'MNT-12824']"
INC-3649,MAL FUNCIONAMIENTO,2024-02-26T00:00:00Z,CERRADA,"['077-43-2612', '215-20-7823']","['MNT-09958', 'MNT-14529']"
INC-365,VANDALISMO,2024-04-01T00:00:00Z,ABIERTA,['436-63-7538'],['MNT-11750']
INC-3650,VANDALISMO,2023-12-15T00:00:00Z,CERRADA,"['988-91-1698', '124-12-4122']",['MNT-04080']
INC-3651,DESGASTE,2023-12-24T00:00:00Z,CERRADA,['729-48-9069'],['MNT-09249']
INC-3652,ROTURA,2024-03-05T00:00:00Z,CERRADA,"['229-74-1228', '763-74-8108']",['MNT-08262']
INC-3653,DESGASTE,2023-11-21T00:00:00Z,CERRADA,"['397-50-9964', '836-30-2034', '152-12-7849']",['MNT-05202']
INC-3654,ROTURA,2024-09-04T00:00:00Z,ABIERTA,"['208-63-5236', '015-95-8619']",['MNT-14297']
INC-3655,MAL FUNCIONAMIENTO,2024-08-08T00:00:00Z,CERRADA,['339-06-7664'],['MNT-05030']
INC-3656,ROTURA,2024-03-03T00:00:00Z,ABIERTA,['739-92-4431'],['MNT-04884']
INC-3657,MAL FUNCIONAMIENTO,2024-07-06T00:00:00Z,ABIERTA,['456-94-2828'],['MNT-05626']
INC-3658,VANDALISMO,2024-05-31T00:00:00Z,ABIERTA,['191-21-3364'],"['MNT-02537', 'MNT-10211']"
INC-3659,MAL FUNCIONAMIENTO,2023-04-12T00:00:00Z,ABIERTA,"['771-62-2785', '208-35-3381']",['MNT-10395']
INC-366,MAL FUNCIONAMIENTO,2024-08-12T00:00:00Z,CERRADA,"['859-44-1070', '400-04-9068', '669-84-3016']","['MNT-02814', 'MNT-14642']"
INC-3660,ROTURA,2024-02-14T00:00:00Z,ABIERTA,['238-76-9369'],['MNT-12661']
INC-3661,VANDALISMO,2024-12-05T00:00:00Z,ABIERTA,['005-34-3633'],"['MNT-03508', 'MNT-08892', 'MNT-12574']"
INC-3662,ROTURA,2024-03-31T00:00:00Z,CERRADA,['745-19-4948'],['MNT-08195']
INC-3663,DESGASTE,2024-03-26T00:00:00Z,CERRADA,"['684-37-3687', '697-26-3336']",['MNT-14732']
INC-3664,ROTURA,2024-03-24T00:00:00Z,CERRADA,['605-65-6675'],['MNT-05103']
INC-3665,MAL FUNCIONAMIENTO,2024-08-22T00:00:00Z,CERRADA,"['060-95-2541', '938-13-5541']",['MNT-00099']
INC-3666,DESGASTE,2023-12-05T00:00:00Z,ABIERTA,"['665-10-9597', '860-26-6472']",['MNT-10044']
INC-3667,ROTURA,2024-05-16T00:00:00Z,ABIERTA,"['284-27-8375', '338-82-6474']",['MNT-00925']
INC-3668,MAL FUNCIONAMIENTO,2024-05-05T00:00:00Z,CERRADA,"['743-57-7351', '228-77-8223']","['MNT-02082', 'MNT-14036']"
INC-3669,VANDALISMO,2024-01-16T00:00:00Z,ABIERTA,"['024-82-3448', '162-32-2250']",['MNT-04620']
INC-367,MAL FUNCIONAMIENTO,2024-07-19T00:00:00Z,CERRADA,"['939-33-6124', '116-95-2791', '711-33-4768']",['MNT-07313']
INC-3670,ROTURA,2024-10-03T00:00:00Z,CERRADA,"['129-74-7536', '298-86-8543']",['MNT-04311']
INC-3671,DESGASTE,2024-09-30T00:00:00Z,CERRADA,"['899-55-0415', '175-95-7627']","['MNT-00630', 'MNT-03365', 'MNT-08501']"
INC-3672,DESGASTE,2023-11-19T00:00:00Z,CERRADA,"['351-01-2317', '754-89-4697']","['MNT-03055', 'MNT-09369']"
INC-3673,DESGASTE,2023-10-25T00:00:00Z,ABIERTA,"['804-19-8281', '344-18-0353']","['MNT-10936', 'MNT-12569', 'MNT-13809']"
INC-3674,MAL FUNCIONAMIENTO,2023-11-19T00:00:00Z,CERRADA,"['692-64-4009', '714-83-1876']",['MNT-10921']
INC-3675,ROTURA,2024-05-08T00:00:00Z,ABIERTA,"['416-39-9616', '609-43-8847', '408-99-3170']",['MNT-12258']
INC-3676,MAL FUNCIONAMIENTO,2024-09-09T00:00:00Z,ABIERTA,"['175-27-0340', '570-99-0494']",['MNT-09808']
INC-3677,MAL FUNCIONAMIENTO,2023-09-12T00:00:00Z,CERRADA,"['020-63-0783', '069-69-0288', '595-92-3705']",['MNT-13985']
INC-3678,VANDALISMO,2023-11-08T00:00:00Z,ABIERTA,['864-66-6227'],['MNT-03908']
INC-3679,MAL FUNCIONAMIENTO,2024-08-04T00:00:00Z,ABIERTA,"['740-41-3915', '492-13-4812', '043-55-0228']",['MNT-08042']
INC-368,VANDALISMO,2024-05-05T00:00:00Z,ABIERTA,['451-97-5461'],['MNT-01221']
INC-3680,DESGASTE,2024-09-10T00:00:00Z,ABIERTA,['694-89-3702'],['MNT-04486']
INC-3681,VANDALISMO,2024-06-03T00:00:00Z,CERRADA,['571-34-0113'],['MNT-01961']
INC-3682,DESGASTE,2024-04-06T00:00:00Z,ABIERTA,['901-95-8860'],['MNT-14652']
INC-3683,MAL FUNCIONAMIENTO,2023-12-25T00:00:00Z,CERRADA,"['436-52-3884', '088-88-4802', '880-95-8884']",['MNT-04268']
INC-3684,VANDALISMO,2024-10-06T00:00:00Z,ABIERTA,"['521-35-1172', '452-30-0493', '112-66-8933']",['MNT-14115']
INC-3685,DESGASTE,2024-03-10T00:00:00Z,CERRADA,"['811-64-3639', '300-03-6199']",['MNT-02413']
INC-3686,ROTURA,2024-09-27T00:00:00Z,CERRADA,['546-06-9283'],['MNT-02513']
INC-3687,DESGASTE,2024-05-10T00:00:00Z,ABIERTA,"['679-87-1658', '372-58-3349']",['MNT-03063']
INC-3688,VANDALISMO,2023-10-19T00:00:00Z,ABIERTA,"['560-92-0048', '222-91-6422', '297-65-5090']",['MNT-06035']
INC-3689,VANDALISMO,2024-04-22T00:00:00Z,CERRADA,['809-11-5351'],['MNT-10351']
INC-369,DESGASTE,2024-05-22T00:00:00Z,CERRADA,"['870-54-8063', '436-41-0036']",['MNT-04598']
INC-3690,DESGASTE,2024-02-29T00:00:00Z,CERRADA,"['490-30-7943', '182-58-6407']","['MNT-05768', 'MNT-07940']"
INC-3691,DESGASTE,2024-10-10T00:00:00Z,CERRADA,['992-02-4264'],['MNT-12392']
INC-3692,DESGASTE,2023-11-26T00:00:00Z,CERRADA,"['105-25-4061', '722-53-0398', '586-26-9246']",['MNT-04404']
INC-3693,DESGASTE,2023-12-05T00:00:00Z,ABIERTA,['069-75-5561'],"['MNT-02350', 'MNT-14560']"
INC-3694,MAL FUNCIONAMIENTO,2024-05-20T00:00:00Z,ABIERTA,['928-70-7027'],['MNT-08486']
INC-3695,MAL FUNCIONAMIENTO,2024-04-22T00:00:00Z,CERRADA,['898-74-8197'],['MNT-07104']
INC-3696,DESGASTE,2024-02-23T00:00:00Z,CERRADA,['138-27-4524'],['MNT-13958']
INC-3697,ROTURA,2024-03-31T00:00:00Z,CERRADA,['750-83-7342'],"['MNT-09983', 'MNT-11150', 'MNT-12050']"
INC-3698,VANDALISMO,2024-10-09T00:00:00Z,ABIERTA,"['722-17-2944', '734-24-8767']","['MNT-02567', 'MNT-12521']"
INC-3699,ROTURA,2024-02-06T00:00:00Z,CERRADA,['369-62-0319'],['MNT-04364']
INC-37,DESGASTE,2024-03-27T00:00:00Z,CERRADA,['268-12-9651'],"['MNT-02841', 'MNT-08770']"
INC-370,ROTURA,2024-06-07T00:00:00Z,ABIERTA,"['258-83-0473', '357-92-9625']","['MNT-13012', 'MNT-13713']"
INC-3700,VANDALISMO,2024-04-06T00:00:00Z,CERRADA,['120-71-5006'],['MNT-05149']
INC-3701,VANDALISMO,2024-01-30T00:00:00Z,ABIERTA,"['339-63-2067', '790-00-7504']",['MNT-10416']
INC-3702,ROTURA,2024-06-22T00:00:00Z,CERRADA,"['263-78-8889', '206-00-9502', '942-62-6938']",['MNT-07379']
INC-3703,MAL FUNCIONAMIENTO,2024-01-30T00:00:00Z,ABIERTA,"['033-55-5291', '101-42-9206']","['MNT-09026', 'MNT-14700']"
INC-3704,MAL FUNCIONAMIENTO,2024-01-27T00:00:00Z,CERRADA,['516-01-8072'],['MNT-11053']
INC-3705,MAL FUNCIONAMIENTO,2024-06-30T00:00:00Z,CERRADA,"['523-74-0519', '404-36-8594']",['MNT-09542']
INC-3706,DESGASTE,2024-03-20T00:00:00Z,ABIERTA,"['519-44-9342', '607-20-3951', '598-25-3603']",['MNT-01930']
INC-3707,VANDALISMO,2023-10-20T00:00:00Z,ABIERTA,"['284-24-0651', '122-33-4219']",['MNT-08057']
INC-3708,MAL FUNCIONAMIENTO,2024-07-20T00:00:00Z,CERRADA,"['801-81-3769', '215-02-7557']","['MNT-00156', 'MNT-03127', 'MNT-05144']"
INC-3709,VANDALISMO,2024-06-01T00:00:00Z,ABIERTA,['867-11-1093'],['MNT-09557']
INC-371,DESGASTE,2023-10-29T00:00:00Z,CERRADA,"['986-84-7865', '220-32-0711']",['MNT-01532']
INC-3710,ROTURA,2024-01-05T00:00:00Z,CERRADA,"['762-76-3425', '486-88-2324']","['MNT-00425', 'MNT-04446']"
INC-3711,MAL FUNCIONAMIENTO,2024-05-28T00:00:00Z,ABIERTA,"['346-87-8860', '570-51-1854']","['MNT-13358', 'MNT-13885']"
INC-3712,DESGASTE,2024-07-22T00:00:00Z,CERRADA,"['908-49-4184', '971-42-8874', '946-81-0714']",['MNT-10883']
INC-3713,DESGASTE,2024-03-09T00:00:00Z,CERRADA,"['284-83-7320', '166-37-0990', '566-48-4832']","['MNT-03175', 'MNT-14314']"
INC-3714,MAL FUNCIONAMIENTO,2024-07-11T00:00:00Z,ABIERTA,['531-70-9873'],['MNT-10214']
INC-3715,DESGASTE,2024-01-28T00:00:00Z,ABIERTA,"['938-09-9014', '076-94-0972']",['MNT-05218']
INC-3716,MAL FUNCIONAMIENTO,2024-05-25T00:00:00Z,CERRADA,"['215-51-7138', '020-06-7863', '879-85-8019']",['MNT-10722']
INC-3717,MAL FUNCIONAMIENTO,2024-06-06T00:00:00Z,ABIERTA,"['239-43-6306', '095-33-0693']",['MNT-13503']
INC-3718,ROTURA,2024-05-30T00:00:00Z,ABIERTA,['725-37-9411'],['MNT-13805']
INC-3719,ROTURA,2024-07-01T00:00:00Z,ABIERTA,"['851-66-2201', '114-01-3979', '359-26-9312']",['MNT-09821']
INC-372,DESGASTE,2023-11-13T00:00:00Z,ABIERTA,"['011-33-8059', '811-98-6189', '321-73-2803']",['MNT-08798']
INC-3720,ROTURA,2023-11-30T00:00:00Z,ABIERTA,['485-23-1018'],['MNT-08959']
INC-3721,ROTURA,2024-05-01T00:00:00Z,CERRADA,"['696-55-7513', '029-08-1684', '842-70-4670']",['MNT-12199']
