ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimeintoID
5745,Rotura,2024/06/14,Abierta,['999-31-9294'],['MNT-10386']
5746,Rotura,2024-07-16,Abierta,['797-70-1882'],['MNT-11495']
5747,Desgaste,01-07-2024,Cerrada,['675-23-5264'],['MNT-06896']
5748,Rotura,2024/10/09,Cerrada,['289-24-7258'],['MNT-09269']
5749,Mal funcionamiento,2024-05-11,Abierta,['486-51-4849'],['MNT-00658']
5750,Rotura,2024-09-19,Cerrada,['730-20-8781'],['MNT-14462']
5751,Rotura,06-18-2024,Abierta,['568-37-3203'],['MNT-08407']
5752,Desgaste,05-27-2024,Abierta,['915-42-6898'],"['MNT-00567', 'MNT-03027']"
5753,Mal funcionamiento,26/07/2024,Abierta,['315-28-7015'],['MNT-05959']
5754,Rotura,2024-09-25,Cerrada,['111-61-3731'],['MNT-04973']
5755,Rotura,2024-06-22,Cerrada,['942-03-6623'],['MNT-08150']
5756,Desgaste,2024-03-16,Abierta,['377-03-2292'],['MNT-13719']
5757,Vandalismo,15/01/2024,Abierta,['408-21-9728'],['MNT-07619']
5758,Mal funcionamiento,2023/11/24,Abierta,['691-86-4392'],"['MNT-00100', 'MNT-02673']"
5759,Desgaste,2024-02-26,Abierta,['690-52-4449'],['MNT-12744']
5760,Rotura,2024-05-17,Cerrada,['528-26-7554'],['MNT-07455']
5761,Rotura,03-24-2024,Cerrada,['553-21-9681'],['MNT-02875']
5762,Mal funcionamiento,2024-05-05,Cerrada,['696-43-7102'],['MNT-09887']
5763,Mal funcionamiento,04-19-2024,Cerrada,['830-55-3995'],['MNT-07142']
5764,Mal funcionamiento,10-26-2023,Cerrada,['829-18-7648'],['MNT-06605']
5765,Desgaste,2023/11/23,Cerrada,['480-68-2080'],['MNT-11224']
5766,Vandalismo,09-20-2024,Cerrada,['429-39-5949'],['MNT-05191']
5767,Rotura,21-07-2024,Cerrada,['842-23-4506'],['MNT-11067']
5768,Desgaste,2024-05-21,Abierta,['342-22-9108'],['MNT-02781']
5769,Mal funcionamiento,21-07-2024,Cerrada,['835-28-4121'],['MNT-05626']
5770,Vandalismo,15/09/2024,Cerrada,['863-68-3276'],['MNT-01730']
5771,Vandalismo,26-12-2023,Abierta,['625-36-9979'],['MNT-00994']
5772,Vandalismo,15/12/2023,Abierta,['727-23-1847'],['MNT-13597']
5773,Mal funcionamiento,2024/02/09,Abierta,['968-12-7228'],['MNT-07874']
5774,Mal funcionamiento,07-17-2024,Cerrada,['889-75-9527'],['MNT-11672']
5775,Mal funcionamiento,04-18-2024,Cerrada,['998-58-5831'],"['MNT-00893', 'MNT-12391', 'MNT-13550']"
5776,Vandalismo,25-11-2023,Cerrada,['751-54-4814'],['MNT-04778']
5777,Mal funcionamiento,07/03/2024,Abierta,['057-40-9098'],['MNT-10900']
5778,Vandalismo,28-01-2024,Cerrada,['768-10-6245'],['MNT-07041']
5779,Desgaste,13-05-2024,Cerrada,['081-34-7724'],"['MNT-04333', 'MNT-08051']"
5780,Vandalismo,11-02-2023,Cerrada,['591-66-7561'],['MNT-04642']
5781,Rotura,2023-12-14,Cerrada,['179-95-2172'],['MNT-09436']
5782,Vandalismo,05/11/2023,Cerrada,['655-41-5809'],['MNT-07860']
5783,Vandalismo,2024-05-31,Cerrada,['292-99-6854'],['MNT-03997']
5784,Vandalismo,03-03-2024,Cerrada,['214-25-1840'],['MNT-05646']
5785,Desgaste,09-02-2024,Cerrada,['506-84-9196'],['MNT-13570']
5786,Desgaste,05-03-2024,Cerrada,['108-42-5601'],['MNT-04762']
5787,Desgaste,30/07/2024,Cerrada,['430-01-8929'],"['MNT-06632', 'MNT-09170']"
5788,Rotura,03-01-2024,Abierta,['766-85-2896'],['MNT-14401']
5789,Vandalismo,2024-05-30,Abierta,['394-44-1294'],['MNT-04290']
5790,Vandalismo,02-17-2024,Cerrada,['583-45-5071'],['MNT-11378']
5791,Mal funcionamiento,2024/04/04,Abierta,['969-02-1179'],['MNT-08221']
5792,Desgaste,2023/11/26,Cerrada,['296-76-1147'],"['MNT-05530', 'MNT-11294']"
5793,Desgaste,2024-05-16,Cerrada,['111-05-3869'],['MNT-01619']
5794,Rotura,2023-12-21,Cerrada,['728-84-5187'],"['MNT-02164', 'MNT-09095']"
5795,Vandalismo,12/02/2024,Cerrada,['882-86-9157'],['MNT-05103']
5796,Mal funcionamiento,2024-01-05,Abierta,['739-19-1892'],"['MNT-03757', 'MNT-14082']"
5797,Vandalismo,21-12-2023,Cerrada,['208-45-3261'],['MNT-11266']
5798,Desgaste,08/10/2024,Cerrada,['968-37-8734'],"['MNT-11129', 'MNT-12044']"
5799,Desgaste,2024/09/22,Abierta,['150-61-6281'],"['MNT-03716', 'MNT-14718']"
5800,Vandalismo,12-01-2024,Cerrada,['064-20-4122'],['MNT-14350']
5801,Desgaste,2024-01-20,Abierta,['165-70-9657'],['MNT-12120']
5802,Rotura,2024/10/07,Abierta,['505-17-2907'],"['MNT-02066', 'MNT-13590']"
5803,Vandalismo,2024/01/02,Cerrada,['486-23-5973'],['MNT-01642']
5804,Desgaste,10-17-2023,Abierta,['261-05-7926'],['MNT-08175']
5805,Vandalismo,27-11-2023,Abierta,['671-47-5284'],['MNT-02993']
5806,Mal funcionamiento,2023/11/20,Abierta,['876-80-0191'],['MNT-08199']
5807,Desgaste,30-07-2024,Abierta,['783-43-1670'],['MNT-04505']
5808,Mal funcionamiento,06-14-2024,Abierta,['685-59-8561'],['MNT-00235']
5809,Rotura,2024-03-22,Abierta,['220-32-7519'],"['MNT-00331', 'MNT-09627']"
5810,Rotura,2024-07-30,Abierta,['506-26-7869'],['MNT-06427']
5811,Desgaste,2024/05/02,Cerrada,['339-99-2772'],"['MNT-02110', 'MNT-08881', 'MNT-13037']"
5812,Vandalismo,11-08-2024,Abierta,['630-84-3384'],"['MNT-11595', 'MNT-14063']"
5813,Vandalismo,22/01/2024,Abierta,['176-58-1345'],['MNT-10341']
5814,Rotura,23-04-2024,Abierta,['994-80-0738'],"['MNT-07713', 'MNT-08250', 'MNT-13848']"
5815,Vandalismo,2024-08-30,Cerrada,['002-59-1513'],['MNT-06562']
5816,Vandalismo,04-29-2024,Cerrada,['925-81-0722'],['MNT-02009']
5817,Rotura,07-31-2024,Cerrada,['276-13-1786'],"['MNT-04114', 'MNT-09075']"
5818,Mal funcionamiento,19-09-2024,Abierta,['225-95-0580'],['MNT-00993']
5819,Vandalismo,2024-05-31,Cerrada,['055-21-2953'],"['MNT-08423', 'MNT-09381']"
5820,Vandalismo,03-06-2024,Abierta,['599-92-2277'],['MNT-05208']
5821,Desgaste,2024/09/10,Abierta,['117-44-5073'],"['MNT-00534', 'MNT-06621']"
5822,Vandalismo,07-12-2023,Cerrada,['926-91-9222'],['MNT-12931']
5823,Rotura,2024-08-19,Cerrada,['828-29-2779'],['MNT-12664']
5824,Mal funcionamiento,11-16-2023,Cerrada,['522-78-3501'],['MNT-13909']
5825,Vandalismo,11/01/2024,Cerrada,['398-59-2924'],"['MNT-03813', 'MNT-08741']"
5826,Rotura,2024/09/02,Cerrada,['898-44-4425'],['MNT-07384']
5827,Rotura,22/04/2024,Cerrada,['303-28-0548'],['MNT-14067']
5828,Vandalismo,25-11-2023,Cerrada,['127-86-9524'],['MNT-14361']
5829,Mal funcionamiento,2024/04/13,Cerrada,['129-39-6714'],['MNT-11171']
5830,Mal funcionamiento,09-29-2024,Cerrada,['466-99-3050'],"['MNT-04957', 'MNT-12211']"
5831,Desgaste,12-08-2024,Abierta,['543-74-1197'],"['MNT-03102', 'MNT-06090']"
5832,Rotura,2024-02-22,Cerrada,['234-68-0592'],['MNT-00862']
5833,Rotura,2024/04/05,Cerrada,['517-49-3292'],['MNT-03168']
5834,Rotura,08-04-2024,Cerrada,['426-09-3858'],"['MNT-00775', 'MNT-01230']"
5835,Vandalismo,09-25-2024,Abierta,['236-55-3428'],['MNT-02743']
5836,Desgaste,07-22-2024,Cerrada,['809-98-6408'],['MNT-06020']
5837,Vandalismo,2024/07/31,Cerrada,['739-30-1376'],['MNT-10433']
5838,Desgaste,05-10-2024,Cerrada,['906-04-1924'],"['MNT-02735', 'MNT-09089']"
5839,Rotura,10-12-2023,Cerrada,['287-51-2064'],['MNT-05870']
5840,Mal funcionamiento,04-05-2024,Abierta,['286-01-0595'],['MNT-14395']
5841,Vandalismo,01-01-2024,Cerrada,['790-13-6581'],['MNT-13898']
5842,Mal funcionamiento,18-10-2023,Cerrada,['785-96-2079'],"['MNT-00134', 'MNT-12251']"
5843,Mal funcionamiento,2024/01/08,Cerrada,['442-73-6240'],"['MNT-00931', 'MNT-12035']"
5844,Vandalismo,01-02-2024,Cerrada,['570-77-1606'],"['MNT-00042', 'MNT-00844', 'MNT-05190', 'MNT-13543']"
5845,Rotura,2024/08/04,Cerrada,['292-19-0474'],['MNT-02002']
5846,Desgaste,02-10-2024,Abierta,['694-80-5585'],"['MNT-01553', 'MNT-09908']"
5847,Mal funcionamiento,2024/03/31,Abierta,['137-53-4615'],['MNT-02405']
5848,Rotura,2024-06-24,Cerrada,['750-75-6731'],['MNT-09529']
5849,Mal funcionamiento,11-01-2023,Abierta,['629-60-7637'],"['MNT-02337', 'MNT-04077']"
5850,Rotura,10/03/2024,Cerrada,['186-40-3673'],['MNT-00818']
5851,Vandalismo,31/01/2024,Abierta,['047-96-9672'],"['MNT-12422', 'MNT-12958']"
5852,Mal funcionamiento,2024/07/11,Abierta,['165-84-4029'],['MNT-09864']
5853,Vandalismo,12-31-2023,Cerrada,['974-00-6983'],['MNT-10617']
5854,Mal funcionamiento,09-02-2024,Cerrada,['116-95-2791'],['MNT-13439']
5855,Desgaste,2024-04-20,Cerrada,['023-22-4588'],['MNT-01153']
5856,Desgaste,18/08/2024,Abierta,['731-25-0839'],"['MNT-06587', 'MNT-08732', 'MNT-13069']"
5857,Mal funcionamiento,24-09-2024,Cerrada,['043-57-6770'],['MNT-03317']
5858,Vandalismo,09-18-2024,Cerrada,['077-58-0871'],['MNT-08185']
5859,Vandalismo,2024-06-09,Cerrada,['675-78-4344'],"['MNT-04854', 'MNT-09858']"
5860,Vandalismo,2023/10/16,Cerrada,['742-18-8501'],['MNT-12912']
5861,Desgaste,30/07/2024,Cerrada,['359-01-8857'],"['MNT-01835', 'MNT-05700', 'MNT-13305']"
5862,Mal funcionamiento,2024/02/02,Abierta,['473-04-8423'],"['MNT-00377', 'MNT-07970', 'MNT-12372']"
5863,Rotura,2023/11/06,Cerrada,['609-42-8539'],['MNT-12679']
5864,Rotura,2024/05/19,Cerrada,['794-01-9344'],"['MNT-01318', 'MNT-08919']"
5865,Rotura,07-07-2024,Abierta,['742-94-8056'],['MNT-07919']
5866,Rotura,17/02/2024,Abierta,['204-05-3358'],"['MNT-03659', 'MNT-09379']"
5867,Vandalismo,25/05/2024,Abierta,['104-84-7189'],['MNT-00313']
5868,Vandalismo,12-05-2024,Cerrada,['323-52-0203'],['MNT-07579']
5869,Desgaste,30-09-2024,Abierta,['588-03-9862'],['MNT-06425']
5870,Vandalismo,01-12-2024,Cerrada,['735-28-8556'],['MNT-03933']
5871,Desgaste,30-05-2024,Abierta,['757-76-6578'],['MNT-03915']
5872,Mal funcionamiento,02-12-2023,Abierta,['878-57-1072'],['MNT-01503']
5873,Rotura,12-31-2023,Cerrada,['265-93-2088'],['MNT-01262']
5874,Mal funcionamiento,2024/03/13,Abierta,['870-16-6113'],['MNT-10788']
5875,Desgaste,24-03-2024,Cerrada,['971-60-5467'],['MNT-08294']
5876,Desgaste,04-01-2024,Cerrada,['796-05-5365'],['MNT-14425']
5877,Mal funcionamiento,28/01/2024,Abierta,['490-68-1600'],['MNT-09126']
5878,Desgaste,01-31-2024,Cerrada,['256-62-5249'],['MNT-06130']
5879,Rotura,2023-11-29,Abierta,['873-10-1473'],['MNT-07882']
5880,Rotura,08-20-2024,Cerrada,['695-83-8807'],['MNT-13273']
5881,Rotura,10-12-2024,Cerrada,['019-32-4021'],['MNT-14622']
5882,Vandalismo,2024/08/06,Abierta,['072-46-8922'],"['MNT-01022', 'MNT-04572', 'MNT-13591']"
5883,Desgaste,2023-11-09,Abierta,['991-97-9601'],['MNT-00615']
5884,Rotura,05-05-2024,Cerrada,['075-62-4794'],['MNT-09155']
5885,Vandalismo,11-02-2024,Abierta,['542-72-1728'],['MNT-02130']
5886,Rotura,2024-04-13,Abierta,['830-42-1971'],['MNT-08524']
5887,Rotura,03/10/2024,Cerrada,['743-15-5930'],"['MNT-01182', 'MNT-14438']"
5888,Vandalismo,2024-08-06,Cerrada,['550-98-3208'],"['MNT-10623', 'MNT-13415']"
5889,Mal funcionamiento,02-17-2024,Cerrada,['399-68-4275'],['MNT-01062']
5890,Vandalismo,2024/08/21,Abierta,['584-57-0458'],"['MNT-03789', 'MNT-05250', 'MNT-10166']"
5891,Mal funcionamiento,18/11/2023,Cerrada,['676-03-5447'],['MNT-00779']
5892,Desgaste,2023/12/11,Abierta,['939-52-6810'],['MNT-03915']
5893,Desgaste,28-09-2024,Abierta,['153-20-5043'],['MNT-02971']
5894,Mal funcionamiento,10-03-2024,Abierta,['747-19-7075'],['MNT-06817']
5895,Vandalismo,27/03/2024,Abierta,['054-47-6168'],['MNT-03647']
5896,Mal funcionamiento,05-08-2024,Abierta,['106-38-6484'],['MNT-14180']
5897,Rotura,11-30-2023,Abierta,['286-74-7275'],['MNT-06114']
5898,Rotura,25/03/2024,Abierta,['082-30-1254'],['MNT-06925']
5899,Rotura,15-02-2024,Cerrada,['053-94-9819'],['MNT-10826']
5900,Rotura,2023/12/26,Abierta,['929-83-8589'],"['MNT-13234', 'MNT-14211']"
5901,Rotura,04-30-2024,Abierta,['320-83-7535'],['MNT-06020']
5902,Mal funcionamiento,2024/04/04,Cerrada,['745-26-0039'],['MNT-08081']
5903,Mal funcionamiento,01-11-2024,Cerrada,['524-43-2062'],['MNT-00590']
5904,Desgaste,11/06/2024,Abierta,['931-94-7141'],['MNT-10889']
5905,Mal funcionamiento,18/07/2024,Cerrada,['559-69-9567'],['MNT-06159']
5906,Vandalismo,15-05-2024,Cerrada,['715-94-8164'],['MNT-10359']
5907,Vandalismo,18-11-2023,Abierta,['114-57-2498'],"['MNT-05129', 'MNT-11083']"
5908,Mal funcionamiento,07/04/2024,Abierta,['009-46-2371'],['MNT-01363']
5909,Rotura,19-05-2024,Cerrada,['373-00-3357'],['MNT-14807']
5910,Desgaste,01-25-2024,Cerrada,['869-60-1756'],['MNT-03671']
5911,Vandalismo,06-04-2024,Cerrada,['552-35-5353'],"['MNT-00432', 'MNT-14194']"
5912,Desgaste,18/07/2024,Cerrada,['966-99-4494'],['MNT-02929']
5913,Desgaste,23-02-2024,Cerrada,['825-90-5998'],['MNT-09844']
5914,Desgaste,24/03/2024,Cerrada,['388-82-8635'],"['MNT-04887', 'MNT-12245']"
5915,Mal funcionamiento,07/08/2024,Abierta,['294-83-1244'],['MNT-09063']
5916,Mal funcionamiento,11-17-2023,Abierta,['411-21-0202'],"['MNT-01858', 'MNT-04154']"
5917,Rotura,04-04-2024,Cerrada,['496-77-7758'],['MNT-08581']
5918,Vandalismo,2024/07/21,Cerrada,['732-13-6410'],"['MNT-08509', 'MNT-10342']"
5919,Desgaste,01/09/2024,Cerrada,['101-33-0117'],['MNT-09618']
5920,Desgaste,01-05-2024,Abierta,['334-08-8712'],['MNT-10433']
5921,Vandalismo,2024/05/28,Cerrada,['241-43-0331'],['MNT-10969']
5922,Rotura,03/04/2024,Cerrada,['201-13-3991'],['MNT-05056']
5923,Rotura,2024/07/31,Abierta,['110-23-7301'],['MNT-11713']
5924,Rotura,09/04/2024,Cerrada,['492-61-0266'],['MNT-10170']
5925,Mal funcionamiento,2024-01-24,Abierta,['610-80-2742'],"['MNT-03716', 'MNT-14718']"
5926,Vandalismo,27-12-2023,Cerrada,['310-96-0033'],['MNT-08220']
5927,Rotura,21-03-2024,Cerrada,['018-21-8763'],"['MNT-07224', 'MNT-11743']"
5928,Vandalismo,2024-05-06,Abierta,['753-08-5551'],['MNT-11977']
5929,Rotura,2024-07-26,Cerrada,['370-43-0071'],"['MNT-10934', 'MNT-12306']"
5930,Desgaste,2023-12-14,Cerrada,['436-35-9714'],['MNT-04067']
5931,Rotura,19-08-2024,Cerrada,['729-24-3130'],['MNT-14368']
5932,Mal funcionamiento,21/02/2024,Abierta,['865-69-2414'],['MNT-06328']
5933,Mal funcionamiento,2024/10/07,Cerrada,['639-33-9887'],"['MNT-01232', 'MNT-07073']"
5934,Vandalismo,2023/12/20,Abierta,['517-49-3292'],['MNT-09394']
5935,Rotura,08-04-2024,Abierta,['781-17-9730'],['MNT-03633']
5936,Vandalismo,2023/12/22,Abierta,['142-99-0318'],['MNT-11232']
5937,Rotura,10-26-2023,Abierta,['367-10-4674'],['MNT-03465']
5938,Vandalismo,02-23-2024,Cerrada,['612-36-6134'],"['MNT-04356', 'MNT-11765']"
5939,Rotura,10-26-2023,Abierta,['058-15-3774'],['MNT-00345']
5940,Desgaste,25-05-2024,Cerrada,['782-33-5851'],['MNT-08627']
5941,Vandalismo,17/02/2024,Abierta,['812-30-8910'],['MNT-01529']
5942,Mal funcionamiento,2024/06/19,Cerrada,['557-64-7184'],['MNT-09790']
5943,Vandalismo,08-04-2024,Cerrada,['905-01-8627'],['MNT-13937']
5944,Mal funcionamiento,2023/11/12,Abierta,['559-08-6202'],['MNT-12731']
5945,Vandalismo,2024-01-10,Cerrada,['383-67-8694'],"['MNT-00660', 'MNT-07799']"
5946,Vandalismo,2024-07-25,Cerrada,['925-12-6308'],['MNT-12291']
5947,Rotura,2024-06-30,Abierta,['123-79-3148'],['MNT-13228']
5948,Vandalismo,24/11/2023,Abierta,['810-33-7877'],"['MNT-05865', 'MNT-08461']"
5949,Mal funcionamiento,27-11-2023,Abierta,['661-68-7935'],['MNT-06852']
5950,Rotura,07-01-2024,Abierta,['616-77-9625'],['MNT-02962']
5951,Desgaste,04-17-2024,Abierta,['446-02-8803'],"['MNT-04522', 'MNT-10331', 'MNT-12715']"
5952,Mal funcionamiento,17/01/2024,Abierta,['533-42-7121'],['MNT-07434']
5953,Vandalismo,15/01/2024,Cerrada,['145-38-7728'],['MNT-14143']
5954,Vandalismo,25-02-2024,Cerrada,['410-22-0160'],['MNT-10324']
5955,Rotura,2023/12/24,Abierta,['633-44-2210'],['MNT-12823']
5956,Rotura,2023-12-15,Cerrada,['621-02-1637'],['MNT-13729']
5957,Desgaste,2023-11-02,Abierta,['190-92-4194'],['MNT-09750']
5958,Desgaste,11/06/2024,Cerrada,['100-90-5234'],"['MNT-06351', 'MNT-06931']"
5959,Desgaste,2024-05-20,Abierta,['066-88-4650'],['MNT-04785']
5960,Rotura,09-19-2024,Abierta,['605-65-6675'],"['MNT-12348', 'MNT-14221']"
5961,Mal funcionamiento,16/08/2024,Abierta,['091-11-1706'],"['MNT-03852', 'MNT-04401']"
5962,Vandalismo,2024/01/21,Abierta,['665-44-3550'],['MNT-07621']
5963,Desgaste,27/06/2024,Abierta,['742-69-7440'],['MNT-02971']
5964,Desgaste,20/10/2023,Cerrada,['608-40-5638'],"['MNT-05070', 'MNT-10783']"
5965,Rotura,09-05-2024,Abierta,['438-91-8536'],['MNT-11142']
5966,Rotura,07/08/2024,Abierta,['072-41-1284'],['MNT-13782']
5967,Vandalismo,03-11-2024,Abierta,['428-18-4271'],['MNT-05664']
5968,Rotura,2024-06-15,Cerrada,['804-78-3227'],['MNT-00871']
5969,Desgaste,14-02-2024,Abierta,['651-87-3076'],['MNT-10808']
5970,Vandalismo,28/01/2024,Abierta,['411-59-8034'],"['MNT-00722', 'MNT-05986']"
5971,Mal funcionamiento,2024-02-21,Cerrada,['307-46-8112'],['MNT-08906']
5972,Vandalismo,19-12-2023,Cerrada,['706-52-5225'],['MNT-09617']
5973,Desgaste,2024/01/29,Abierta,['888-98-2738'],['MNT-02888']
5974,Desgaste,2023/11/11,Abierta,['517-27-9473'],['MNT-08355']
5975,Mal funcionamiento,2024-10-12,Cerrada,['132-67-1231'],['MNT-14308']
5976,Mal funcionamiento,2023/11/10,Abierta,['273-65-5231'],['MNT-10246']
5977,Mal funcionamiento,2024/09/30,Abierta,['202-14-4273'],['MNT-04119']
5978,Rotura,21/09/2024,Cerrada,['159-74-2295'],['MNT-13645']
5979,Vandalismo,2024-02-01,Cerrada,['135-19-9248'],['MNT-10718']
5980,Vandalismo,12-05-2024,Cerrada,['874-37-4009'],"['MNT-00472', 'MNT-03554', 'MNT-06210']"
5981,Rotura,10-16-2023,Abierta,['221-33-9088'],['MNT-14595']
5982,Desgaste,2023-12-12,Cerrada,['894-66-3375'],['MNT-07744']
5983,Mal funcionamiento,31-07-2024,Abierta,['405-75-4570'],['MNT-14494']
5984,Rotura,19/03/2024,Abierta,['145-41-7383'],"['MNT-07218', 'MNT-08554', 'MNT-08629']"
5985,Mal funcionamiento,2024/07/02,Abierta,['453-56-3666'],['MNT-09606']
5986,Mal funcionamiento,2024-03-12,Cerrada,['980-38-7691'],['MNT-03044']
5987,Mal funcionamiento,2023-10-20,Abierta,['257-29-4502'],['MNT-05500']
5988,Rotura,03/06/2024,Abierta,['762-50-3716'],['MNT-04697']
5989,Rotura,2024-01-07,Abierta,['490-24-1863'],['MNT-03758']
5990,Vandalismo,09/05/2024,Cerrada,['170-05-5599'],"['MNT-02784', 'MNT-07788']"
5991,Rotura,2024-07-14,Cerrada,['790-13-2455'],['MNT-02875']
5992,Vandalismo,03-28-2024,Cerrada,['362-07-8483'],['MNT-09107']
5993,Rotura,07-31-2024,Abierta,['959-71-2599'],['MNT-00118']
5994,Rotura,2024/07/21,Abierta,['653-57-3339'],['MNT-08838']
5995,Vandalismo,19-06-2024,Cerrada,['487-44-3856'],['MNT-05769']
5996,Desgaste,08-17-2024,Cerrada,['282-85-1897'],['MNT-13137']
5997,Vandalismo,2024/04/13,Cerrada,['557-49-2268'],['MNT-05891']
5998,Vandalismo,26/08/2024,Cerrada,['751-63-2203'],['MNT-06653']
5999,Desgaste,11-06-2023,Abierta,['095-96-9557'],"['MNT-07322', 'MNT-12830']"
6000,Rotura,04/10/2024,Abierta,['156-85-5961'],['MNT-05051']
6001,Rotura,12-05-2023,Cerrada,['212-28-6844'],['MNT-04811']
6002,Rotura,13-06-2024,Abierta,['542-96-6181'],['MNT-07181']
6003,Mal funcionamiento,2024-04-26,Abierta,['620-15-6257'],['MNT-08689']
6004,Vandalismo,2024-02-01,Abierta,['917-71-9736'],['MNT-03038']
6005,Mal funcionamiento,11/06/2024,Abierta,['856-59-3505'],['MNT-01027']
6006,Mal funcionamiento,2024/10/01,Cerrada,['275-97-6995'],['MNT-12580']
6007,Desgaste,2024-03-14,Abierta,['723-62-6872'],['MNT-12023']
6008,Rotura,06-05-2024,Abierta,['260-24-1918'],['MNT-00369']
6009,Rotura,13/07/2024,Abierta,['282-30-1884'],['MNT-13376']
6010,Rotura,12/12/2023,Abierta,['862-17-6019'],['MNT-07666']
6011,Desgaste,2024/04/30,Cerrada,['867-19-6328'],['MNT-04523']
6012,Desgaste,12-02-2023,Cerrada,['491-81-8628'],"['MNT-07397', 'MNT-08860']"
6013,Desgaste,29/09/2024,Cerrada,['149-87-4146'],"['MNT-02215', 'MNT-04205']"
6014,Desgaste,2024-03-13,Abierta,['299-71-3841'],['MNT-06086']
6015,Vandalismo,2024-10-04,Cerrada,['948-06-9135'],"['MNT-05258', 'MNT-10688']"
6016,Mal funcionamiento,2024/06/17,Cerrada,['223-97-8050'],['MNT-09954']
6017,Vandalismo,26/01/2024,Abierta,['229-00-2339'],['MNT-12587']
6018,Mal funcionamiento,29-01-2024,Abierta,['968-62-6856'],['MNT-04520']
6019,Desgaste,2024/01/07,Cerrada,['432-18-4098'],"['MNT-03798', 'MNT-06998', 'MNT-14096']"
6020,Desgaste,12/06/2024,Abierta,['208-54-9254'],['MNT-09621']
6021,Mal funcionamiento,01-23-2024,Cerrada,['622-20-3618'],"['MNT-01919', 'MNT-10492', 'MNT-12360']"
6022,Vandalismo,01-02-2024,Cerrada,['325-78-6077'],['MNT-09778']
6023,Rotura,2024/04/28,Abierta,['968-69-4422'],['MNT-08133']
6024,Rotura,04-08-2024,Cerrada,['520-30-2596'],"['MNT-13806', 'MNT-13929']"
6025,Mal funcionamiento,04-12-2024,Abierta,['629-57-8670'],['MNT-06127']
6026,Rotura,2024/01/07,Abierta,['533-72-1183'],['MNT-00952']
6027,Vandalismo,2024-08-09,Cerrada,['420-51-9943'],['MNT-06493']
6028,Vandalismo,09-06-2024,Abierta,['888-41-4371'],['MNT-03126']
6029,Desgaste,30/06/2024,Abierta,['136-58-9707'],"['MNT-00962', 'MNT-11880']"
6030,Vandalismo,2024-04-05,Abierta,['715-52-9397'],['MNT-02766']
6031,Mal funcionamiento,03/06/2024,Abierta,['716-83-1508'],['MNT-12342']
6032,Rotura,2024/04/13,Abierta,['565-05-1724'],['MNT-14185']
6033,Rotura,2024/08/23,Abierta,['015-68-6503'],"['MNT-03983', 'MNT-04023', 'MNT-07554']"
6034,Desgaste,01-27-2024,Cerrada,['364-47-9949'],['MNT-13712']
6035,Desgaste,23-03-2024,Cerrada,['554-85-5648'],"['MNT-12593', 'MNT-14375']"
6036,Rotura,05-09-2024,Cerrada,['272-30-4226'],['MNT-00298']
6037,Rotura,06-03-2024,Abierta,['151-70-9277'],"['MNT-11443', 'MNT-12271']"
6038,Desgaste,30-12-2023,Abierta,['018-98-8792'],['MNT-11367']
6039,Desgaste,28/07/2024,Abierta,['724-02-9585'],"['MNT-00559', 'MNT-05565']"
6040,Vandalismo,15/04/2024,Abierta,['607-20-3951'],"['MNT-07693', 'MNT-10544']"
6041,Mal funcionamiento,2024/06/12,Abierta,['392-54-9057'],['MNT-11700']
6042,Mal funcionamiento,18-01-2024,Cerrada,['573-42-2632'],['MNT-13732']
6043,Mal funcionamiento,2024-02-02,Abierta,['161-77-0868'],['MNT-08497']
6044,Desgaste,01-20-2024,Cerrada,['764-34-5923'],['MNT-01779']
6045,Rotura,2024-04-12,Abierta,['525-63-8075'],['MNT-03597']
6046,Mal funcionamiento,2023-12-05,Cerrada,['717-50-1000'],"['MNT-00234', 'MNT-04043']"
6047,Vandalismo,19/04/2024,Cerrada,['690-21-3631'],"['MNT-08943', 'MNT-10727']"
6048,Rotura,10/06/2024,Abierta,['726-75-7370'],['MNT-13655']
6049,Desgaste,2024/01/10,Abierta,['272-11-7623'],['MNT-05455']
6050,Vandalismo,2024/05/25,Cerrada,['759-67-0893'],['MNT-09797']
6051,Rotura,02/08/2024,Cerrada,['991-32-9302'],['MNT-02904']
6052,Desgaste,2024-07-03,Cerrada,['070-75-6809'],['MNT-06779']
6053,Desgaste,25/03/2024,Cerrada,['976-15-7499'],['MNT-06664']
6054,Rotura,01-28-2024,Abierta,['808-92-0953'],['MNT-03088']
6055,Desgaste,06/10/2024,Cerrada,['770-60-1096'],['MNT-04729']
6056,Desgaste,2023-12-13,Cerrada,['840-18-5286'],['MNT-04393']
6057,Rotura,2024-05-04,Abierta,['585-07-8812'],['MNT-09279']
6058,Mal funcionamiento,02-12-2024,Abierta,['064-21-4027'],"['MNT-04519', 'MNT-05474', 'MNT-07958']"
6059,Mal funcionamiento,2024/06/06,Abierta,['987-39-1291'],['MNT-01445']
6060,Mal funcionamiento,2024-04-01,Cerrada,['921-52-2310'],['MNT-03170']
6061,Mal funcionamiento,2024-03-17,Abierta,['492-50-7210'],"['MNT-00823', 'MNT-07777', 'MNT-08147']"
6062,Rotura,2024/07/14,Cerrada,['494-84-6954'],"['MNT-07238', 'MNT-08151']"
6063,Desgaste,2024-03-02,Abierta,['282-97-7765'],['MNT-09184']
